1 12.3873
2 11.9683
3 11.5474
4 11.126
5 10.7133
6 10.2819
7 9.87406
8 9.45681
9 9.02063
10 8.591
11 8.17103
12 7.79317
13 7.34859
14 6.93731
15 6.53669
16 5.9428
17 5.72685
18 5.33272
19 4.70048
20 4.35671
21 3.73767
22 3.93183
23 3.21888
24 2.3979
25 2.77259
26 1.94591
27 -inf
28 1.09861
29 -inf
30 0
31 0.693147
32 0.693147
33 -inf
34 -inf
