1 239735
2 157677
3 103511
4 67915
5 44950
6 29198
7 19420
8 12795
9 8272
10 5383
11 3537
12 2424
13 1554
14 1030
15 690
16 381
17 307
18 207
19 110
20 78
21 42
22 51
23 25
24 11
25 16
26 7
27 0
28 3
29 0
30 1
31 2
32 2
33 0
34 0
