2.75786e+17 -5.75388
5.51573e+17 -6.07611
8.27359e+17 -6.39671
1.10315e+18 -6.71625
1.37893e+18 -7.0371
1.65472e+18 -7.36024
1.9305e+18 -7.67417
2.20629e+18 -8.00481
2.48208e+18 -8.33087
2.75786e+18 -8.66008
3.03365e+18 -8.97696
3.30944e+18 -9.28201
3.58522e+18 -9.59652
3.86101e+18 -9.93722
4.1368e+18 -10.2353
4.41258e+18 -10.5856
4.68837e+18 -10.8926
4.96416e+18 -11.1774
5.23994e+18 -11.5848
5.51573e+18 -11.8369
5.79151e+18 -12.034
6.0673e+18 -12.5855
6.34309e+18 -12.9209
6.61887e+18 -13.1297
6.89466e+18 -13.5307
7.17045e+18 -13.9164
7.44623e+18 -13.8408
7.72202e+18 -14.1593
7.99781e+18 -14.3218
8.27359e+18 -14.6701
8.54938e+18 -15.5456
8.82516e+18 -17.155
9.10095e+18 -16.2387
9.37674e+18 -15.3633
9.65252e+18 -15.9023
9.92831e+18 -17.155
1.02041e+19 -17.8482
1.04799e+19 -inf
1.07557e+19 -17.155
1.10315e+19 -16.2387
1.13072e+19 -inf
1.1583e+19 -inf
1.18588e+19 -inf
1.21346e+19 -inf
1.24104e+19 -inf
1.26862e+19 -inf
1.2962e+19 -inf
1.32377e+19 -inf
1.35135e+19 -inf
1.37893e+19 -inf
1.40651e+19 -inf
1.43409e+19 -inf
1.46167e+19 -inf
1.48925e+19 -inf
1.51683e+19 -inf
1.5444e+19 -inf
1.57198e+19 -17.8482
1.59956e+19 -inf
1.62714e+19 -inf
1.65472e+19 -inf
