1 12.6624
2 12.1199
3 11.5717
4 11.0261
5 10.464
6 9.91388
7 9.38631
8 8.79088
9 8.26153
10 7.66903
11 7.17549
12 6.67456
13 6.05678
14 5.46806
15 5.19296
16 4.55388
17 3.80666
18 3.3673
19 2.30259
20 1.94591
21 1.60944
22 1.38629
23 -inf
24 -inf
